case,season,age,matches,wins,losses,titles,majorTitles,centuries,highestBreak,overall,cash,cashDelta,recordedCategoryTotal,unclassifiedCashChange,prizeMoney,sponsorIncome,coachingStaffCosts,facilityCosts,equipmentMaintenance,tournamentEntryFees,travelHotelCosts,treatmentRecoveryCosts,other
age35-130363,2040/41,50,8,0,8,0,0,0,66,74,504387.32,16341.6,16391.6,-50.0,0,23917,-1872,0,0,-1335,-1937.76,0,-2380.64
age35-130363,2041/42,51,6,1,5,0,0,0,70,73,521660.2,17272.88,17072.88,200.0,0,22957,-1755,0,-38,-375,-1436.16,0,-2279.96
age35-130363,2042/43,52,6,0,6,0,0,0,74,71,530364.23,8704.03,8754.03,-50.0,0,14001,-1833,0,0,-375,-1436.16,0,-1602.81
age35-130363,2043/44,53,6,0,6,0,0,0,48,70,543021.8,12657.57,12707.57,-50.0,0,18438,-1872,0,0,-375,-1534.08,0,-1949.35
age35-130363,2044/45,54,6,0,6,0,0,0,38,68,552927.02,9905.22,9955.22,-50.0,0,15362,-1872,0,0,-375,-1436.16,0,-1723.62
age35-130363,2045/46,55,8,0,8,0,0,0,78,66,560397.18,7470.16,7520.16,-50.0,0,14396,-1872,0,0,-1335,-2040.36,0,-1628.48
age35-130363,2046/47,56,9,1,8,0,0,0,55,64,565767.07,5369.89,5419.89,-50.0,0,12375,-1872,0,-84,-1335,-2001.48,-180,-1482.63
age35-130363,2047/48,57,7,1,6,0,0,0,40,62,579705.04,13937.97,13987.97,-50.0,0,19723,-1872,0,0,-375,-1436.16,0,-2051.87
age35-130363,2048/49,58,6,0,6,0,0,0,37,60,594173.61,14468.57,14518.57,-50.0,0,20292,-1872,0,0,-375,-1436.16,0,-2090.27
age35-130363,2049/50,59,6,1,5,0,0,0,33,58,599255.98,5082.37,5132.37,-50.0,0,10234,-1872,0,0,-375,-1534.08,0,-1320.55
age35-130363,2050/51,60,6,0,6,0,0,0,31,55,603403.56,4147.58,4197.58,-50.0,0,9109,-1872,0,0,-375,-1436.16,0,-1228.26
age35-130363,2051/52,61,8,0,8,0,0,0,22,53,609755.1,6351.54,6301.54,50.0,0,12967,-1872,0,0,-1335,-1937.76,0,-1520.7
age35-130363,2052/53,62,6,0,6,0,0,0,35,50,614393.69,4638.59,4688.59,-50.0,0,9768,-1872,0,0,-375,-1568.28,0,-1264.13
age35-130363,2053/54,63,7,1,6,0,0,0,23,48,627053.31,12659.62,12709.62,-50.0,0,16538,-156,0,0,-375,-1499.88,0,-1797.5
age35-130363,2054/55,64,6,0,6,0,0,0,20,45,645445.25,18391.94,18441.94,-50.0,0,24648,-1872,0,0,-375,-1534.08,0,-2424.98
age35-130363,2055/56,65,6,0,6,0,0,0,27,43,661575.41,16130.16,16180.16,-50.0,0,22334,-1833,0,-84,-375,-1436.16,-180,-2245.68
age36-104729,2026/27,37,17,8,9,0,0,1,114,76,63014.81,55014.81,53614.81,1400.0,30850,33744,-8598,0,-8782,0,-6342,-180,12922.81
age36-104729,2027/28,38,14,2,11,0,0,2,134,77,128173.12,65158.31,64758.31,400.0,17250,59605,-1794,0,0,0,-6615.6,0,-3687.09
age36-104729,2028/29,39,16,12,4,0,0,6,135,78,159598.22,31425.1,31125.1,300.0,0,40180,-1872,0,-84,-1235,-1568.28,0,-4295.62
age36-104729,2029/30,40,15,10,5,0,0,4,137,80,175863.71,16265.49,16215.49,50.0,0,24337,-1872,0,0,-1335,-1917,0,-2997.51
age36-104729,2030/31,41,22,20,2,2,0,6,132,80,203251.48,27387.77,27187.77,200.0,4940,23964,-1872,0,-38,-375,-1632,0,2200.77
age36-104729,2031/32,42,14,10,4,1,0,4,138,80,215671.56,12420.08,11970.08,450.0,1150,15260,-1872,0,-84,-375,-1632,0,-476.92
age36-104729,2032/33,43,16,13,3,1,0,6,136,81,231543.6,15872.04,15672.04,200.0,1350,18512,-1872,0,0,-375,-1436.16,-360,-146.8
age36-104729,2033/34,44,13,9,4,0,0,3,124,81,249215.44,17671.84,17471.84,200.0,125,23664,-1872,0,0,-375,-1568.28,0,-2501.88
age36-104729,2034/35,45,8,2,6,0,0,1,101,80,267243.54,18028.1,17578.1,450.0,0,25194,-1872,0,0,-1235,-1499.88,-540,-2469.02
age36-104729,2035/36,46,9,4,5,0,0,2,115,79,286244.75,19001.21,18801.21,200.0,0,25138,-1872,0,0,-375,-1436.16,0,-2653.63
age36-104729,2036/37,47,11,6,5,0,0,1,112,78,302707.42,16462.67,16512.67,-50.0,250,22842,-1872,0,-122,-375,-1632,-180,-2398.33
age36-104729,2037/38,48,6,1,5,0,0,0,59,77,320676.13,17968.71,17518.71,450.0,0,23533,-1872,0,0,-375,-1436.16,0,-2331.13
age36-104729,2038/39,49,7,2,5,0,0,0,68,76,332276.45,11600.32,11400.32,200.0,0,17386,-1872,0,0,-375,-1632,-180,-1926.68
age36-104729,2039/40,50,10,4,6,0,0,0,99,75,339520.7,7244.25,6944.25,300.0,0,14090,-1872,0,0,-1335,-2202,0,-1736.75
age36-104729,2040/41,51,8,1,7,0,0,0,61,73,345285.44,5764.74,5814.74,-50.0,0,10871,-156,0,0,-1335,-2202,0,-1363.26
age36-104729,2041/42,52,6,1,5,0,0,0,71,72,349833.06,4547.62,4597.62,-50.0,0,9634,-1755,0,0,-375,-1632,0,-1274.38
age36-104729,2042/43,53,6,0,6,0,0,0,73,70,358668.22,8835.16,8535.16,300.0,0,13988,-1833,0,0,-375,-1632,0,-1612.84
age36-104729,2043/44,54,6,0,6,0,0,0,55,69,365434.88,6766.66,6816.66,-50.0,0,12030,-1872,0,0,-375,-1499.88,0,-1466.46
age36-104729,2044/45,55,6,0,6,0,0,0,56,68,378011.4,12576.52,12626.52,-50.0,0,18246,-1872,0,0,-375,-1436.16,0,-1936.32
age36-104729,2045/46,56,8,1,7,0,0,0,57,66,386124.22,8112.82,8162.82,-50.0,0,15376,-1872,0,-84,-1335,-2202,0,-1720.18
age36-104729,2046/47,57,8,0,8,0,0,0,44,65,389237.18,3112.96,3162.96,-50.0,0,10076,-1872,0,0,-1335,-2202,-180,-1324.04
age36-104729,2047/48,58,6,1,5,0,0,0,52,62,395367.54,6130.36,5980.36,150.0,0,11063,-1872,0,0,-375,-1436.16,0,-1399.48
age36-104729,2048/49,59,6,0,6,0,0,0,41,61,408569.66,13202.12,13152.12,50.0,0,18972,-1872,0,0,-375,-1568.28,0,-2004.6
age36-104729,2049/50,60,6,0,6,0,0,0,25,58,418442.91,9873.25,9923.25,-50.0,0,15368,-1872,0,-38,-375,-1436.16,0,-1723.59
age36-104729,2050/51,61,6,0,6,0,0,0,37,56,427081.26,8638.35,8588.35,50.0,0,14097,-1872,0,0,-375,-1632,0,-1629.65
age36-104729,2051/52,62,8,0,8,0,0,0,34,54,433597.6,6516.34,6566.34,-50.0,0,13351,-1872,0,0,-1335,-2001.48,0,-1576.18
age36-104729,2052/53,63,6,0,6,0,0,0,28,52,437014.96,3417.36,3217.36,200.0,0,8193,-1872,0,0,-375,-1568.28,0,-1160.36
age36-104729,2053/54,64,6,0,6,0,0,0,16,50,440603.26,3588.3,3638.3,-50.0,0,8730,-1872,0,0,-375,-1632,0,-1212.7
age36-104729,2054/55,65,6,0,6,0,0,0,14,47,450789.84,10186.58,10136.58,50.0,0,15304,-1443,0,0,-375,-1632,0,-1717.42
age36-130363,2026/27,37,20,9,11,0,0,4,115,76,73722.88,65722.88,63722.88,2000.0,40350,34654,-7234,0,-8782,0,-6342,0,11076.88
age36-130363,2027/28,38,17,7,10,0,0,2,125,77,142381.65,68658.77,68658.77,0.0,27750,54831,-3158,0,0,0,-5797.56,0,-4966.67
age36-130363,2028/29,39,15,11,4,1,0,2,127,79,203447.91,61066.26,60616.26,450.0,9450,53278,-1872,0,-84,-375,-1470.36,0,1689.62
age36-130363,2029/30,40,18,6,12,0,0,1,125,80,245032.2,41584.29,41584.29,0.0,10250,45130,-1872,0,-38,0,-6193.8,0,-5691.91
age36-130363,2030/31,41,18,7,11,0,0,2,131,80,313923.47,68891.27,67891.27,1000.0,16750,65490,-1872,0,-84,0,-5514.84,-180,-6697.89
age36-130363,2031/32,42,16,13,3,1,0,1,116,80,365621.78,51698.31,51498.31,200.0,1350,53223,-1872,0,0,-375,-1436.16,-180,788.47
age36-130363,2032/33,43,15,10,5,0,0,2,115,80,386908.98,21287.2,20987.2,300.0,500,27612,-1872,0,0,-375,-1436.16,-540,-2901.64
age36-130363,2033/34,44,11,6,5,0,0,3,128,80,401921.28,15012.3,14862.3,150.0,62.5,20948,-1872,0,-84,-375,-1568.28,0,-2248.92
age36-130363,2034/35,45,7,2,5,0,0,1,101,80,416645.94,14724.66,14524.66,200.0,0,21536,-1872,0,-38,-1235,-1632,0,-2234.34
age36-130363,2035/36,46,14,10,4,0,0,4,120,79,432286.67,15640.73,15590.73,50.0,890,21085,-1872,0,0,-375,-1597.8,0,-2539.47
age36-130363,2036/37,47,9,4,5,0,0,0,81,77,444124.54,11837.87,11787.87,50.0,62.5,17471,-1872,0,0,-375,-1436.16,-180,-1882.47
age36-130363,2037/38,48,7,2,5,0,0,2,115,76,460681.01,16556.47,16506.47,50.0,0,22567,-1872,0,0,-375,-1499.88,0,-2313.65
age36-130363,2038/39,49,8,2,6,0,0,1,102,75,472521.5,11840.49,11790.49,50.0,0,15947,-585,0,0,-375,-1436.16,0,-1760.35
age36-130363,2039/40,50,8,3,5,0,0,0,79,74,488455.02,15933.52,15633.52,300.0,0,22154,-1443,0,-84,-1235,-1436.16,0,-2322.32
age36-130363,2040/41,51,8,1,7,0,0,0,89,72,504217.85,15762.83,15462.83,300.0,0,22905,-1872,0,0,-1335,-1937.76,0,-2297.41
age36-130363,2041/42,52,6,1,5,0,0,1,115,71,520842.18,16624.33,16574.33,50.0,0,22414,-1755,0,0,-375,-1436.16,0,-2273.51
age36-130363,2042/43,53,8,3,5,0,0,0,94,70,535584.18,14742.0,14792.0,-50.0,0,20612,-1833,0,0,-375,-1436.16,0,-2175.84
age36-130363,2043/44,54,7,1,6,0,0,0,54,68,548815.93,13231.75,13281.75,-50.0,0,19000,-1872,0,0,-375,-1436.16,0,-2035.09
age36-130363,2044/45,55,6,1,5,0,0,0,48,66,560218.56,11402.63,11452.63,-50.0,0,17148,-1872,0,-38,-375,-1568.28,0,-1842.09
age36-130363,2045/46,56,8,0,8,0,0,0,37,64,567354.76,7136.2,7086.2,50.0,0,14300,-1872,0,0,-1335,-2202,-180,-1624.8
age36-130363,2046/47,57,8,0,8,0,0,0,75,62,570640.52,3285.76,3335.76,-50.0,0,9839,-1872,0,0,-1335,-2001.48,0,-1294.76
age36-130363,2047/48,58,6,0,6,0,0,0,23,60,575180.44,4539.92,4589.92,-50.0,0,9529,-1872,0,0,-375,-1436.16,0,-1255.92
age36-130363,2048/49,59,6,0,6,0,0,0,45,58,584304.32,9123.88,9173.88,-50.0,0,14731,-1872,0,-84,-375,-1568.28,0,-1657.84
age36-130363,2049/50,60,6,0,6,0,0,0,41,55,590702.24,6397.92,6447.92,-50.0,0,11769,-1872,0,0,-375,-1632,0,-1442.08
age36-130363,2050/51,61,6,0,6,0,0,0,27,53,599655.74,8953.5,9003.5,-50.0,0,14480,-1872,0,0,-375,-1597.8,0,-1631.7
age36-130363,2051/52,62,8,0,8,0,0,0,24,50,603293.73,3637.99,3687.99,-50.0,0,10145,-1872,0,0,-1335,-1937.76,0,-1312.25
age36-130363,2052/53,63,6,0,6,0,0,0,23,48,607786.52,4492.79,4542.79,-50.0,0,9768,-1872,0,0,-375,-1534.08,-180,-1264.13
age36-130363,2053/54,64,6,0,6,0,0,0,29,45,618664.6,10878.08,10828.08,50.0,0,14612,-156,0,0,-375,-1436.16,-180,-1636.76
age36-130363,2054/55,65,6,0,6,0,0,0,27,43,625028.12,6363.52,6413.52,-50.0,0,11670,-1872,0,0,-375,-1568.28,0,-1441.2
age37-104729,2026/27,38,17,8,9,0,0,1,114,76,63014.81,55014.81,53614.81,1400.0,30850,33744,-8598,0,-8782,0,-6342,-180,12922.81
age37-104729,2027/28,39,14,2,11,0,0,2,134,77,128173.12,65158.31,64758.31,400.0,17250,59605,-1794,0,0,0,-6615.6,0,-3687.09
age37-104729,2028/29,40,16,12,4,0,0,6,135,78,159598.22,31425.1,31125.1,300.0,0,40180,-1872,0,-84,-1235,-1568.28,0,-4295.62
age37-104729,2029/30,41,16,10,6,0,0,5,137,79,176778.71,17180.49,17130.49,50.0,1200,24337,-1872,0,0,-1335,-2202,0,-2997.51
age37-104729,2030/31,42,14,9,5,1,0,3,128,79,198381.48,21602.77,21402.77,200.0,1400,23964,-1872,0,-38,-375,-1632,0,-44.23
age37-104729,2031/32,43,13,9,4,1,0,3,128,79,210770.56,12389.08,11939.08,450.0,1000,15260,-1872,0,0,-375,-1632,0,-441.92
age37-104729,2032/33,44,12,7,5,0,0,1,106,79,223685.0,12914.44,12614.44,300.0,250,18512,-1872,0,-84,-375,-1436.16,-360,-2020.4
age37-104729,2033/34,45,12,8,4,0,0,4,125,79,241422.44,17737.44,17787.44,-50.0,540,23664,-1872,0,0,-375,-1568.28,0,-2601.28
age37-104729,2034/35,46,8,3,5,0,0,3,137,78,259440.54,18018.1,17818.1,200.0,0,25194,-1872,0,0,-1235,-1499.88,-180,-2589.02
age37-104729,2035/36,47,7,2,5,0,0,0,80,77,275135.56,15695.02,15745.02,-50.0,0,21669,-1872,0,0,-375,-1436.16,0,-2240.82
age37-104729,2036/37,48,7,2,5,0,0,0,97,76,289692.5,14556.94,14256.94,300.0,0,20294,-1872,0,0,-375,-1632,0,-2158.06
age37-104729,2037/38,49,6,1,5,0,0,1,102,75,305401.7,15709.2,15759.2,-50.0,0,21623,-1872,0,0,-375,-1436.16,0,-2180.64
age37-104729,2038/39,50,7,2,5,0,0,0,73,74,319694.1,14292.4,14242.4,50.0,0,20147,-1872,0,0,-375,-1568.28,0,-2089.32
age37-104729,2039/40,51,7,1,6,0,0,0,61,72,334656.62,14962.52,14912.52,50.0,0,21948,-1872,0,-122,-1235,-1499.88,0,-2306.6
age37-104729,2040/41,52,8,0,8,0,0,0,53,71,344212.49,9555.87,9505.87,50.0,0,14589,-156,0,0,-1335,-1937.76,0,-1654.37
age37-104729,2041/42,53,6,1,5,0,0,0,49,70,348725.74,4513.25,4563.25,-50.0,0,9512,-1755,0,0,-375,-1568.28,0,-1250.47
age37-104729,2042/43,54,6,0,6,0,0,0,56,69,361441.34,12715.6,12665.6,50.0,0,18238,-1833,0,0,-375,-1436.16,0,-1928.24
age37-104729,2043/44,55,6,0,6,0,0,0,62,67,373517.74,12076.4,12026.4,50.0,0,17598,-1872,0,0,-375,-1436.16,0,-1888.44
age37-104729,2044/45,56,6,0,6,0,0,0,51,66,388547.94,15030.2,14980.2,50.0,0,20790,-1872,0,0,-375,-1436.16,0,-2126.64
age37-104729,2045/46,57,8,1,7,0,0,0,41,64,396796.88,8248.94,8198.94,50.0,0,15376,-1872,0,0,-1335,-2069.88,-180,-1720.18
age37-104729,2046/47,58,8,0,8,0,0,0,35,62,399729.84,2932.96,2982.96,-50.0,0,10076,-1872,0,0,-1335,-2202,-360,-1324.04
age37-104729,2047/48,59,7,2,5,0,0,0,42,60,405400.55,5670.71,5720.71,-50.0,0,10782,-1872,0,0,-375,-1436.16,0,-1378.13
age37-104729,2048/49,60,6,0,6,0,0,0,28,58,417717.52,12316.97,12366.97,-50.0,0,17966,-1872,0,0,-375,-1436.16,0,-1915.87
age37-104729,2049/50,61,6,0,6,0,0,0,31,56,427539.0,9821.48,9871.48,-50.0,0,15347,-1872,0,-84,-375,-1436.16,0,-1708.36
age37-104729,2050/51,62,6,0,6,0,0,0,35,54,437225.72,9686.72,9736.72,-50.0,0,15258,-1872,0,0,-375,-1568.28,0,-1706.0
age37-104729,2051/52,63,8,0,8,0,0,0,31,51,448116.63,10890.91,10940.91,-50.0,0,18278,-1872,0,0,-1335,-2202,0,-1928.09
age37-104729,2052/53,64,6,0,6,0,0,0,22,50,454278.1,6161.47,6211.47,-50.0,0,11517,-1872,0,0,-375,-1632,0,-1426.53
age37-104729,2053/54,65,6,0,6,0,0,0,19,47,464670.38,10392.28,10342.28,50.0,0,15978,-1872,0,0,-375,-1632,0,-1756.72
age37-130363,2026/27,38,20,9,11,0,0,4,115,76,73722.88,65722.88,63722.88,2000.0,40350,34654,-7234,0,-8782,0,-6342,0,11076.88
age37-130363,2027/28,39,17,7,10,0,0,2,125,77,142381.65,68658.77,68658.77,0.0,27750,54831,-3158,0,0,0,-5797.56,0,-4966.67
age37-130363,2028/29,40,15,11,4,1,0,2,127,79,203447.91,61066.26,60616.26,450.0,9450,53278,-1872,0,-84,-375,-1470.36,0,1689.62
age37-130363,2029/30,41,18,6,12,0,0,1,125,79,245032.2,41584.29,41584.29,0.0,10250,45130,-1872,0,-38,0,-6193.8,0,-5691.91
age37-130363,2030/31,42,13,2,11,0,0,3,136,79,305292.07,60259.87,59259.87,1000.0,8250,65490,-1872,0,-84,0,-5598.44,-360,-6565.69
age37-130363,2031/32,43,14,10,4,0,0,2,112,79,351110.48,45818.41,45368.41,450.0,952.5,53223,-1872,0,0,-375,-1436.16,-180,-4943.93
age37-130363,2032/33,44,14,10,4,0,0,1,116,79,371964.08,20853.6,20903.6,-50.0,250,27612,-1872,0,0,-375,-1436.16,-360,-2915.24
age37-130363,2033/34,45,10,5,5,0,0,2,122,79,386700.68,14736.6,14786.6,-50.0,0,20948,-1872,0,0,-375,-1568.28,0,-2346.12
age37-130363,2034/35,46,7,2,5,0,0,1,117,77,401528.34,14827.66,14527.66,300.0,0,21536,-1872,0,0,-1235,-1632,0,-2269.34
age37-130363,2035/36,47,9,4,5,0,0,1,110,76,416392.07,14863.73,14913.73,-50.0,0,21085,-1872,0,-122,-375,-1597.8,0,-2204.47
age37-130363,2036/37,48,11,6,5,0,0,0,88,75,428312.74,11920.67,11870.67,50.0,62.5,17471,-1872,0,0,-375,-1436.16,0,-1979.67
age37-130363,2037/38,49,7,2,5,0,0,1,103,74,444829.21,16516.47,16566.47,-50.0,0,22567,-1872,0,0,-375,-1499.88,0,-2253.65
age37-130363,2038/39,50,7,1,6,0,0,0,56,73,456819.7,11990.49,11790.49,200.0,0,15947,-585,0,0,-375,-1436.16,0,-1760.35
age37-130363,2039/40,51,6,0,6,0,0,0,58,72,472570.82,15751.12,15801.12,-50.0,0,22154,-1443,0,0,-1235,-1436.16,0,-2238.72
age37-130363,2040/41,52,9,2,7,0,0,0,67,70,480172.2,7601.38,7551.38,50.0,0,14725,-1872,0,0,-1335,-2074.56,-180,-1712.06
age37-130363,2041/42,53,6,0,6,0,0,0,94,69,484465.12,4292.92,4342.92,-50.0,0,9272,-1755,0,0,-375,-1563.6,0,-1235.48
age37-130363,2042/43,54,6,0,6,0,0,0,65,67,494329.59,9864.47,9914.47,-50.0,0,15344,-1833,0,0,-375,-1504.56,0,-1716.97
age37-130363,2043/44,55,6,1,5,0,0,0,46,66,507308.39,12978.8,12928.8,50.0,0,18720,-1872,0,-84,-375,-1499.88,0,-1960.32
age37-130363,2044/45,56,6,0,6,0,0,0,49,64,517300.53,9992.14,10042.14,-50.0,0,15488,-1872,0,0,-375,-1470.36,0,-1728.5
age37-130363,2045/46,57,8,0,8,0,0,0,41,62,524777.03,7476.5,7426.5,50.0,0,14360,-1872,0,0,-1335,-2099.4,0,-1627.1
age37-130363,2046/47,58,8,0,8,0,0,0,35,59,527757.36,2980.33,3030.33,-50.0,0,9734,-1872,0,0,-1335,-2040.36,-180,-1276.31
age37-130363,2047/48,59,6,0,6,0,0,0,29,57,531832.05,4074.69,4124.69,-50.0,0,9145,-1872,0,-38,-375,-1499.88,0,-1235.43
age37-130363,2048/49,60,6,0,6,0,0,0,17,55,541137.85,9305.8,9355.8,-50.0,0,14731,-1872,0,0,-375,-1470.36,0,-1657.84
age37-130363,2049/50,61,6,0,6,0,0,0,34,52,546121.64,4983.79,5033.79,-50.0,0,10095,-1872,0,0,-375,-1499.88,0,-1314.33
age37-130363,2050/51,62,6,0,6,0,0,0,27,50,549144.77,3023.13,3073.13,-50.0,0,8022,-1872,0,0,-375,-1568.28,0,-1133.59
age37-130363,2051/52,63,8,0,8,0,0,0,27,47,550747.11,1602.34,1652.34,-50.0,0,8126,-1872,0,0,-1335,-2104.08,0,-1162.58
age37-130363,2052/53,64,6,0,6,0,0,0,15,45,555312.99,4565.88,4615.88,-50.0,0,9872,-1872,0,-84,-375,-1632,0,-1293.12
age37-130363,2053/54,65,6,0,6,0,0,0,20,42,566213.11,10900.12,10950.12,-50.0,0,14738,-156,0,0,-375,-1597.8,0,-1659.08
age38-104729,2026/27,39,17,8,9,0,0,1,114,76,63014.81,55014.81,53614.81,1400.0,30850,33744,-8598,0,-8782,0,-6342,-180,12922.81
age38-104729,2027/28,40,14,2,11,0,0,2,134,77,128173.12,65158.31,64758.31,400.0,17250,59605,-1794,0,0,0,-6615.6,0,-3687.09
age38-104729,2028/29,41,20,15,5,0,0,4,128,77,162511.36,34338.24,34038.24,300.0,3440,39832,-1872,0,-84,-1235,-1568.28,0,-4474.48
age38-104729,2029/30,42,20,14,6,0,0,6,127,77,178888.02,16376.66,16226.66,150.0,1340,23847,-1872,0,-38,-1335,-2202,-180,-3333.34
age38-104729,2030/31,43,14,11,3,1,0,4,131,78,200089.16,21201.14,21001.14,200.0,1000,23850,-1872,0,0,-375,-1632,0,30.14
age38-104729,2031/32,44,12,8,4,1,0,6,137,78,211975.76,11886.6,11836.6,50.0,1000,15108,-1872,0,-84,-375,-1632,0,-308.4
age38-104729,2032/33,45,14,11,3,1,0,2,131,78,229773.64,17797.88,17597.88,200.0,1000,20404,-1872,0,0,-375,-1436.16,-360,237.04
age38-104729,2033/34,46,12,8,4,0,0,1,134,77,247993.14,18219.5,18169.5,50.0,500,24688,-1872,0,0,-375,-1568.28,-540,-2663.22
age38-104729,2034/35,47,10,4,6,0,0,0,91,76,260738.68,12745.54,12695.54,50.0,0,20348,-1872,0,0,-1335,-2202,0,-2243.46
age38-104729,2035/36,48,7,2,5,0,0,0,78,75,265580.88,4842.2,4792.2,50.0,0,9982,-1872,0,0,-375,-1632,0,-1310.8
age38-104729,2036/37,49,6,1,5,0,0,0,69,74,278189.31,12608.43,12308.43,300.0,0,18034,-1872,0,-122,-375,-1436.16,0,-1920.41
age38-104729,2037/38,50,7,2,5,0,0,0,91,73,291261.75,13072.44,13022.44,50.0,0,18961,-1872,0,0,-375,-1632,0,-2059.56
age38-104729,2038/39,51,8,3,5,0,0,0,60,72,308195.18,16933.43,16883.43,50.0,0,23272,-1872,0,0,-375,-1632,-180,-2329.57
age38-104729,2039/40,52,6,0,6,0,0,0,49,71,323363.3,15168.12,15118.12,50.0,0,21948,-1872,0,0,-1235,-1499.88,0,-2223.0
age38-104729,2040/41,53,9,1,8,0,0,0,63,70,333020.57,9657.27,9457.27,200.0,0,14589,-156,0,0,-1335,-1937.76,0,-1702.97
age38-104729,2041/42,54,6,0,6,0,0,0,67,69,337783.82,4763.25,4563.25,200.0,0,9512,-1755,0,0,-375,-1568.28,0,-1250.47
age38-104729,2042/43,55,6,0,6,0,0,0,83,67,350399.42,12615.6,12665.6,-50.0,0,18238,-1833,0,0,-375,-1436.16,0,-1928.24
age38-104729,2043/44,56,6,0,6,0,0,0,69,65,362375.82,11976.4,12026.4,-50.0,0,17598,-1872,0,0,-375,-1436.16,0,-1888.44
age38-104729,2044/45,57,6,0,6,0,0,0,58,64,377406.02,15030.2,14980.2,50.0,0,20790,-1872,0,0,-375,-1436.16,0,-2126.64
age38-104729,2045/46,58,8,0,8,0,0,0,31,62,385650.96,8244.94,8294.94,-50.0,0,15376,-1872,0,-84,-1335,-2069.88,0,-1720.18
age38-104729,2046/47,59,8,0,8,0,0,0,36,60,388763.92,3112.96,3162.96,-50.0,0,10076,-1872,0,0,-1335,-2202,-180,-1324.04
age38-104729,2047/48,60,7,1,6,0,0,0,46,58,394662.96,5899.04,5949.04,-50.0,0,11081,-1872,0,0,-375,-1436.16,0,-1448.8
age38-104729,2048/49,61,6,0,6,0,0,0,29,56,408279.68,13616.72,13416.72,200.0,0,19110,-1872,0,0,-375,-1436.16,0,-2010.12
age38-104729,2049/50,62,6,0,6,0,0,0,36,53,418458.26,10178.58,10128.58,50.0,0,15542,-1872,0,0,-375,-1436.16,0,-1730.26
age38-104729,2050/51,63,6,0,6,0,0,0,20,51,428144.98,9686.72,9736.72,-50.0,0,15258,-1872,0,0,-375,-1568.28,0,-1706.0
age38-104729,2051/52,64,8,0,8,0,0,0,52,49,438997.89,10852.91,10902.91,-50.0,0,18278,-1872,0,-38,-1335,-2202,0,-1928.09
age38-104729,2052/53,65,6,0,6,0,0,0,21,47,445159.36,6161.47,6211.47,-50.0,0,11517,-1872,0,0,-375,-1632,0,-1426.53
age38-130363,2026/27,39,20,9,11,0,0,4,115,76,73722.88,65722.88,63722.88,2000.0,40350,34654,-7234,0,-8782,0,-6342,0,11076.88
age38-130363,2027/28,40,17,7,10,0,0,2,125,77,142381.65,68658.77,68658.77,0.0,27750,54831,-3158,0,0,0,-5797.56,0,-4966.67
age38-130363,2028/29,41,18,14,4,0,0,3,127,77,186511.31,44129.66,43679.66,450.0,540,53278,-1872,0,-84,-1235,-1470.36,0,-5476.98
age38-130363,2029/30,42,14,7,7,0,0,2,121,78,206268.68,19757.37,19457.37,300.0,450,27687,-1872,0,-38,-1335,-2001.48,-360,-3073.15
age38-130363,2030/31,43,14,10,4,1,0,2,133,78,227878.87,21610.19,21310.19,300.0,1000,24168,-1872,0,0,-375,-1436.16,-180,5.35
age38-130363,2031/32,44,12,7,5,0,0,2,125,77,243596.33,15717.46,15667.46,50.0,500,21270,-1872,0,-84,-375,-1436.16,0,-2335.38
age38-130363,2032/33,45,9,4,5,0,0,1,133,77,260446.74,16850.41,16800.41,50.0,0,23246,-1872,0,0,-375,-1632,0,-2566.59
age38-130363,2033/34,46,8,3,5,0,0,0,72,76,274769.56,14322.82,14272.82,50.0,0,20267,-1872,0,0,-375,-1436.16,-180,-2131.02
age38-130363,2034/35,47,10,6,4,0,0,0,73,76,289134.32,14364.76,14414.76,-50.0,0,21590,-1872,0,0,-1235,-1568.28,-180,-2319.96
age38-130363,2035/36,48,9,4,5,0,0,0,80,75,306758.16,17623.84,17173.84,450.0,0,23477,-1872,0,0,-375,-1597.8,0,-2458.36
age38-130363,2036/37,49,7,1,6,0,0,0,92,74,319717.43,12959.27,12759.27,200.0,0,18398,-1872,0,0,-375,-1436.16,0,-1955.57
age38-130363,2037/38,50,6,1,5,0,0,0,88,72,333995.8,14278.37,14328.37,-50.0,0,20086,-1872,0,0,-375,-1436.16,0,-2074.47
age38-130363,2038/39,51,6,0,6,0,0,0,58,71,348071.3,14075.5,14025.5,50.0,0,18395,-585,0,-38,-375,-1436.16,0,-1935.34
age38-130363,2039/40,52,9,1,8,0,0,0,70,70,356463.18,8391.88,8091.88,300.0,0,14612,-1443,0,-84,-1335,-1937.76,0,-1720.36
age38-130363,2040/41,53,8,0,8,0,0,0,51,69,359467.88,3004.7,2954.7,50.0,0,9687,-1872,0,0,-1335,-2069.88,-180,-1275.42
age38-130363,2041/42,54,8,3,5,0,0,0,52,67,363617.99,4150.11,4100.11,50.0,62.5,8822,-1755,0,0,-375,-1436.16,0,-1218.23
age38-130363,2042/43,55,6,0,6,0,0,0,81,65,372177.57,8559.58,8609.58,-50.0,0,13928,-1833,0,0,-375,-1499.88,0,-1610.54
age38-130363,2043/44,56,6,0,6,0,0,0,44,63,382515.38,10337.81,10387.81,-50.0,0,15888,-1872,0,0,-375,-1499.88,0,-1753.31
age38-130363,2044/45,57,6,0,6,0,0,0,39,61,394676.78,12161.4,12211.4,-50.0,0,17812,-1872,0,0,-375,-1470.36,0,-1883.24
